,X,steering_angles,travelled_dist,y
176,"['CH3_001_output/center/1479422062003723304.jpg', 'CH3_001_output/center/1479422062203629029.jpg', 'CH3_001_output/center/1479422062403724108.jpg']","[0.0009250872700110001, 0.0, 0.00174532923847, 0.012063907287299998, 0.0111766864526, 0.008726646192370001, 0.0069813169539, 0.00355527470935, -0.00158681240251, -0.00856331676506, -0.013789749200899998, -0.0224131265034, -0.0279252678156, -0.0330393054126, -0.0281142409479, -0.0245445420965, -0.0209439508617, -0.0209439508617, -0.0209439508617, -0.019334314618099997, -0.0167291944204, -0.0123775809039, -0.0013654198342999998, 0.00858018032065, 0.0146585630474]","[0.0, 3.5058582395172, 7.010746121144354, 7.807686753184026, 8.892109580281064, 9.689050126090574, 10.773472888728689, 11.570338554582143, 12.654816215223132, 13.079464213376927, 14.163886846331433, 14.960827131033788, 16.04524970134912, 16.84211510679973, 17.92659257386021, 18.723457892670403, 19.57275388915829, 20.369693911291293, 21.454116288799188, 22.25098143145601, 23.335458706624834, 24.132323763513728, 25.21680097195145, 25.707191389593582, 26.658697195927463, 27.455562077254548, 28.540030440279686]","[141, 141, 141, 142, 142, 142, 142, 141, 141, 140, 140, 139, 138, 138, 138, 138, 139, 139, 139, 139, 139, 140, 141, 142, 142]"
177,"['CH3_001_output/center/1479422064155171831.jpg', 'CH3_001_output/center/1479422064404143682.jpg', 'CH3_001_output/center/1479422064554111024.jpg']","[-0.020644160541700003, -0.0186392805678, -0.011078073774299998, -0.00358002250818, 0.00174532923847, 0.00174532923847, 0.00033871359943000003, 0.0, -0.00139690233726, -0.00452987474629, -0.0118338340659, -0.020168001675099998, -0.0226892810315, -0.020468132906400004, -0.0157079640776, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999]","[0.0, 4.438421511600145, 7.182839495788787, 7.929104791589637, 8.869142156846456, 9.666006021256454, 10.750482354858814, 11.54734020182322, 12.631761510886179, 13.428699990769484, 14.513121234728558, 15.053386442405431, 15.968348620249039, 16.765212136272993, 17.849633253078036, 18.646571472141293, 19.73099252646009, 20.527930657973695, 21.612351645651355, 22.333010049195472, 23.053739302556316, 24.138215143424574, 24.935078251353097, 26.01949906853687, 26.816436879712754, 27.900857634550857, 28.69779535964089]","[139, 139, 140, 141, 141, 141, 141, 141, 141, 140, 140, 139, 139, 139, 139, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140]"
178,"['CH3_001_output/center/1479422066304406150.jpg', 'CH3_001_output/center/1479422066504504465.jpg', 'CH3_001_output/center/1479422066704441354.jpg']","[0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0111173739639, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.008726646192370001, 0.008726646192370001, 0.0069813169539, 0.0069813169539, 0.00523598771542, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847]","[0.0, 4.050233078139109, 7.812852608300244, 8.237500606661714, 9.321975592540465, 10.406395575941094, 11.203332254333683, 12.287752174163062, 13.084613972278119, 14.169088788501586, 15.118562043754602, 16.024862737316393, 17.109282486755916, 17.67052681732056, 18.573712983562974, 19.370649253568885, 20.455068873971474, 21.539543411309968, 22.33640474601736, 23.420824259474898, 24.217760296781563, 25.302179744399172, 26.386599151595686, 27.183535043216075, 28.267954386865153, 28.83819127007001, 29.736866095666368]","[142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 141, 141, 141, 141, 141, 141, 141, 141, 141]"
179,"['CH3_001_output/center/1479422068354702745.jpg', 'CH3_001_output/center/1479422068554706460.jpg', 'CH3_001_output/center/1479422068754799846.jpg']","[-0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.0139626339078, -0.013104587216600001, -0.012217304669299999, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0157079640776, -0.0157079640776, -0.0157079640776, -0.0157079640776, -0.0157079640776, -0.0157079640776, -0.0157079640776, -0.0157079640776, -0.0157079640776, -0.0157079640776, -0.0147156985365, -0.0157079640776, -0.0157079640776, -0.0157079640776, -0.0157079640776]","[0.0, 3.862214689068896, 7.3897047942668435, 8.474123451220672, 9.558597026926684, 10.35545705423899, 11.43993056512017, 12.40955677281012, 13.297119409570204, 14.381592812617443, 15.17845260574323, 16.262925945158088, 17.347344283348406, 18.144203931341227, 19.22867716336046, 20.067006968721625, 20.676272160008207, 21.760745285488692, 22.557604698306125, 23.642022800178754, 24.726495821161404, 25.523355089381738, 26.60777308619013, 27.692245999490133, 28.489105122522364, 29.57357797058233, 30.54305145565122]","[140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139]"
180,"['CH3_001_output/center/1479422070405121672.jpg', 'CH3_001_output/center/1479422070605127623.jpg', 'CH3_001_output/center/1479422070805160525.jpg']","[-0.0139626339078, -0.0139626339078, -0.0139626339078, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.0115713620155, -0.007296708844430001, -0.00523598771542, -0.00523598771542, -0.0029505930773699998, 0.00141063881623, 0.00174532923847, 0.00174532923847, 0.00226275764287, 0.00349065847695, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.0069813169539, 0.0069813169539, 0.007442974079869999, 0.008726646192370001]","[0.0, 4.050212015893862, 7.790882677360871, 8.875354863297174, 9.95977204802283, 10.75670491219167, 11.841122032747284, 12.92553911007131, 13.72247183106276, 14.787449407724358, 15.637337915558113, 16.434270490669732, 17.51868739751939, 18.603104259086724, 19.400036688630237, 20.484453486401485, 21.568870244890654, 22.36580252813546, 23.45021922275794, 24.53468211214941, 25.331539461424132, 26.415956047073493, 27.421802705716836, 28.277998597412793, 29.362470035811526, 30.36052593694079, 30.898630101650788]","[140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 142, 142, 142, 142]"
181,"['CH3_001_output/center/1479422072405474585.jpg', 'CH3_001_output/center/1479422072605464262.jpg', 'CH3_001_output/center/1479422072805567613.jpg']","[0.0174532923847, 0.0157079640776, 0.0157079640776, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.012217304669299999, 0.012217304669299999, 0.0133759017484, 0.0125007208658, 0.0139626339078, 0.0139626339078, 0.0128308269418, 0.013679773593299999, 0.013338997400700001, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.013334897806, 0.0124310284701, 0.0139626339078, 0.0124276305128, 0.0139626339078]","[0.0, 4.032303948516746, 7.5597724423502655, 8.644188259855357, 9.475515939896693, 10.512476947518135, 11.596947613883831, 12.393803683845611, 13.478219328586958, 14.275150100223598, 15.359565680014997, 16.37896330496856, 17.224083029076834, 18.22901279278499, 18.858530308323218, 19.775877037921845, 20.572732699514134, 21.657148046596294, 22.454078409565078, 23.538493690562223, 24.56102520908473, 25.403634540039633, 26.488049714269074, 27.28497984568077, 28.369386238336364, 29.16631628206764, 30.015612278658875]","[143, 143, 143, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142]"
182,"['CH3_001_output/center/1479422074455785676.jpg', 'CH3_001_output/center/1479422074655831608.jpg', 'CH3_001_output/center/1479422074855852121.jpg']","[0.0139626339078, 0.0139626339078, 0.0139626339078, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078]","[0.0, 3.762593793070135, 7.002603065490668, 8.087017554661012, 8.883871965590766, 9.680801137210757, 10.765215543372445, 11.48695705162941, 11.92119787785049, 13.005603480230342, 13.802457658959288, 14.599386597394314, 15.683800830637871, 16.108448828104937, 16.90537764942508, 17.989791798479217, 18.786645743038523, 19.583574448007468, 20.43287044515592, 21.2297242742444, 22.02657807503197, 23.11104701089152, 23.535695009140913, 24.332548693557182, 25.417017543509623, 26.21387114025819, 26.638519138194948]","[142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142]"
183,"['CH3_001_output/center/1479422076806238005.jpg', 'CH3_001_output/center/1479422077056219144.jpg', 'CH3_001_output/center/1479422077256342920.jpg']","[-0.00523598771542, -0.00523598771542, -0.00523598771542, -0.00523598771542, -0.00523598771542, -0.00349065847695, -0.00174532923847, -0.00174532923847, -0.00319803256932, -0.00349065847695, -0.00349065847695, -0.00349065847695, -0.00206163450032, 0.00174532923847, 0.00174532923847, 0.00576834314904, 0.0069813169539, 0.008726646192370001, 0.0118510830604, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.015328872683, 0.0196822741878, 0.0241465595467]","[0.0, 3.8974415650681506, 7.137370665644955, 7.562018663570171, 8.35894611977985, 9.155798756616187, 9.580446754861805, 10.664859856887167, 11.461787165681416, 11.886435164072575, 12.683287625229756, 13.480214846121244, 13.904862845093168, 14.701715217992959, 15.498567564251953, 15.923215561805192, 16.720142639867348, 17.51699489961309, 17.941642896487107, 18.73856988650573, 19.16321788311701, 19.960070023990482, 20.756922136704127, 21.18155900334315, 21.978485844934475, 22.403133842754062, 23.199985841630788]","[140, 140, 140, 140, 140, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 142, 142, 142, 142, 142, 142, 142, 142, 143, 143]"
184,"['CH3_001_output/center/1479422079706655054.jpg', 'CH3_001_output/center/1479422080106808362.jpg', 'CH3_001_output/center/1479422080456844584.jpg']","[0.029670597985400005, 0.029670597985400005, 0.029670597985400005, 0.029670597985400005, 0.029670597985400005, 0.029670597985400005, 0.029670597985400005, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.0279252678156]","[0.0, 4.066257275806256, 7.730823208599383, 7.730823208599383, 8.527748948033222, 8.952396946225313, 9.749247837503834, 9.749247837503834, 10.546173486729787, 10.97082148550296, 11.395469482731896, 12.069743358126983, 12.494391356897982, 13.291242101034431, 13.7158900974752, 14.390252252202554, 14.814900250815246, 15.239548249622883, 15.913821955579676, 16.33846995197174, 17.135395341570227, 17.135395341570227, 17.56004333869959, 19.15374439291675, 19.578392390586167, 20.375317633813648, 21.474239057212866]","[144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144]"
185,"['CH3_001_output/center/1479422086457877989.jpg', 'CH3_001_output/center/1479422121515396398.jpg', 'CH3_001_output/center/1479422122517596638.jpg']","[0.06296733060290001, 0.0938805994935, 0.09608501198730002, 0.07819675109089999, 0.051237898063400004, 0.0289155501821, 0.019316735689599997, 0.0191986225545, 0.0191986225545, 0.013804335736100001, -0.000955233994228, -0.0187370288024, -0.055504097783300003, -0.0506145469844, -0.0506145469844, -0.0412611728167, -0.021195875920700002, -0.010550866667100001, -0.000813221356479, 0.024994683809000003, 0.0311043321588, 0.0366519130766, 0.0465554056881, 0.0638752464851, 0.06771051711590001]","[0.0, 3.5464753754801133, 7.390550643000697, 7.390550643000697, 7.519146173075777, 7.815198640864911, 7.815198640864911, 8.612048252881435, 8.612048252881435, 8.612048252881435, 9.0366962503738, 9.71105706385956, 9.71105706385956, 10.135705061045375, 10.932554585989111, 12.031563293467265, 12.456211290604736, 13.253060728307279, 14.351980950285405, 15.201276945809209, 15.875637483939284, 16.974557605282126, 17.82385360007933, 18.498214035749545, 19.71971123849623, 20.14435923694375, 21.243279184722162]","[147, 150, 151, 149, 146, 144, 143, 143, 143, 142, 141, 139, 135, 136, 136, 137, 139, 140, 141, 143, 144, 145, 146, 147, 148]"
186,"['CH3_001_output/center/1479422126518941694.jpg', 'CH3_001_output/center/1479422126865253907.jpg', 'CH3_001_output/center/1479422127265232852.jpg']","[0.0154008746722, 0.00493066109938, -0.00174532923847, -0.00349065847695, -0.00362442767743, -0.0062396768340099995, -0.0104719754308, -0.012217304669299999, -0.0139626339078, -0.0139626339078, -0.012217304669299999, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139145956902, -0.012217304669299999, -0.012217304669299999, -0.00699414105762, 0.00170592738098, 0.0316647224478]","[0.0, 3.8440710115983157, 7.386057313384342, 7.386057313384342, 8.182980316489752, 8.607628315192141, 9.281899094226493, 9.70654709277323, 10.503395221269608, 10.503395221269608, 10.928043220923827, 11.724966077072406, 11.724966077072406, 12.521814118638614, 12.946462116245463, 13.651335373554177, 13.870833871058847, 14.6676818257797, 15.092329822599261, 15.092329822599261, 15.889177718716503, 16.98818450199926, 18.209669177112847, 18.41501905097378, 19.548787143192193, 20.345634864999585, 21.142482553923703]","[142, 141, 141, 141, 141, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 141, 144]"
187,"['CH3_001_output/center/1479422130115821598.jpg', 'CH3_001_output/center/1479422130415897489.jpg', 'CH3_001_output/center/1479422130715919409.jpg']","[0.0191986225545, 0.0174532923847, 0.0168830414664, 0.012522991728299997, 0.012217304669299999, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.0104719754308, 0.0080574127576, 0.00298168024114, -0.0027615667545700003, -0.011452861072799999, -0.0157079640776, -0.0134894154106, -0.0104719754308, -0.00476856954752, 0.00133233265197, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.00523598771542]","[0.0, 3.5419820696270885, 7.23920992995342, 7.663857929150866, 8.460704630903296, 8.885352628729892, 9.682199272892316, 9.682199272892316, 10.479120674157906, 11.229074371286062, 11.657414993412921, 12.454336308667445, 12.87898430839851, 13.553253098146362, 13.977901094941942, 14.774747536359719, 15.19939553393452, 15.996316704710324, 16.79316305911537, 17.05177899880214, 17.74627447306244, 18.17092247039316, 18.967768737363823, 19.39241673595311, 20.189262942774253, 20.61391094125265, 21.288267731830107]","[143, 143, 143, 142, 142, 142, 142, 142, 142, 142, 141, 141, 140, 139, 140, 140, 140, 141, 142, 142, 142, 142, 142, 142, 141]"
188,"['CH3_001_output/center/1479422133316699053.jpg', 'CH3_001_output/center/1479422133616369676.jpg', 'CH3_001_output/center/1479422133966442484.jpg']","[-0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012110271245200002, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0103917286154, -0.009528116884419999, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.008702784357540001, -0.0069813169539, -0.0016947179153499999, 0.00174532923847, 0.00523598771542, 0.0069813169539, 0.00698813134065, 0.012200894288099999, 0.0130786142527, 0.0157079640776]","[0.0, 3.5554195611089328, 7.097396173412, 7.894316121511761, 8.318964120684626, 9.115809221783074, 9.121263845105354, 9.915290562153286, 10.339938560498458, 11.136783576133563, 11.792960876650833, 11.96698521872859, 12.763904963808177, 13.188552960951464, 13.985397861138503, 14.410045859540617, 15.206965487742979, 15.206965487742979, 16.003810300047167, 16.42845829762167, 17.225303051409007, 17.225303051409007, 18.022222562684824, 18.446870561581967, 19.668352094632475, 20.34270706369892, 21.564199639740043]","[140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 141, 141, 141, 142, 142, 142, 142, 143]"
189,"['CH3_001_output/center/1479422136766910535.jpg', 'CH3_001_output/center/1479422137123174704.jpg', 'CH3_001_output/center/1479422137417025774.jpg']","[0.00315807254763, 0.00523598771542, 0.00202729709651, 0.00248660254951, 0.00174532923847, 0.00174532923847, 0.00192289364095, 0.00523598771542, 0.00523598771542, 0.00573953841018, 0.005614413032770001, 0.00523598771542, 0.00523598771542, 0.0069813169539, 0.00832519639525, 0.008726646192370001, 0.0135492429883, 0.0139626339078, 0.0178827557473, 0.020314458247900003, 0.0191986225545, 0.0196278426132, 0.0209439508617, 0.024835169576699997, 0.026179939508400002]","[0.0, 4.036746016029935, 7.456241294084651, 7.8808781601701465, 8.677721724173987, 9.102369721811387, 9.89921322358564, 10.289853313864867, 10.965063879283719, 11.761907323594322, 12.18655532076994, 12.983473494407754, 13.40812149232205, 14.082386567147417, 14.507034565646112, 15.303877865473149, 15.728525863491805, 16.52544389192509, 16.950091890161804, 17.624356793380596, 18.054092828971914, 18.796050581784577, 19.592893707199877, 20.01754170460524, 20.814384769648424, 20.814384769648424, 21.61130259441997]","[141, 141, 141, 141, 141, 141, 141, 141, 141, 142, 142, 141, 141, 142, 142, 142, 142, 142, 143, 143, 143, 143, 143, 143, 144]"
190,"['CH3_001_output/center/1479422140017592333.jpg', 'CH3_001_output/center/1479422140317558782.jpg', 'CH3_001_output/center/1479422140617880831.jpg']","[-0.0558505356312, -0.057727164802099995, -0.0603440842141, -0.0683063091808, -0.0765499247184, -0.0857438295634, -0.0971575232198, -0.10830644056, -0.111701071262, -0.11337116144300001, -0.11344639957000001, -0.10814209893200001, -0.10646508634099999, -0.10646508634099999, -0.10646508634099999, -0.11005267343, -0.11652126792199999, -0.123992143388, -0.127409040928, -0.127409040928, -0.127409040928, -0.129185003503, -0.138752873641, -0.150664152747, -0.158803557803]","[0.0, 3.760351945709069, 7.3023321422450485, 8.099248948759179, 8.523896946870389, 9.202034103041731, 9.783029419435385, 10.485265438004763, 10.92804582531276, 11.621992549144297, 12.418834394251604, 12.84348239153135, 13.640398965066586, 14.080478023959541, 14.782279796614512, 15.579196282710086, 16.003844281203403, 16.80068592072708, 17.597527533277827, 18.022175531725317, 18.81909187278884, 19.255672379878593, 19.96878387809233, 20.765694200718368, 21.190342198010335, 21.987183607143855, 22.784024986773165]","[135, 135, 135, 134, 133, 132, 131, 130, 130, 130, 130, 130, 130, 130, 130, 130, 129, 128, 128, 128, 128, 128, 127, 126, 125]"
191,"['CH3_001_output/center/1479422142968019446.jpg', 'CH3_001_output/center/1479422143218063165.jpg', 'CH3_001_output/center/1479422143468082647.jpg']","[0.0276870475795, 0.0314159281552, 0.033161256462300004, 0.035525973363, 0.041361575803600004, 0.051215399703800006, 0.0748876906889, 0.103051649365, 0.12770399556, 0.143058475666, 0.15420039520099998, 0.161677706502, 0.17202402878400003, 0.18518664773600002, 0.19198621809500002, 0.18740490146699998, 0.17837240019900003, 0.17453292012200003, 0.175988408905, 0.17453292012200003, 0.17453292012200003, 0.17453292012200003, 0.17453292012200003, 0.17453292012200003, 0.17299644502]","[0.0, 3.664615203810681, 7.3291492537095015, 8.12598952607626, 8.550637523716835, 9.347477738160112, 10.144392712135314, 10.569040708840129, 11.653444663909665, 12.450359521829897, 12.875007519726084, 13.671847532865101, 14.468687514250133, 14.893335513210125, 15.881321179940263, 16.752645112162337, 17.17729311023179, 17.97420770560502, 18.771047483238878, 19.195695481783506, 19.99253520515157, 21.07699379388332, 21.501641791167774, 22.298481396974015, 23.095395759374803, 23.52004375813425, 24.316883274657712]","[144, 144, 144, 145, 145, 146, 148, 151, 154, 155, 156, 157, 158, 160, 160, 160, 159, 158, 159, 158, 158, 158, 158, 158, 158]"
192,"['CH3_001_output/center/1479422145618410774.jpg', 'CH3_001_output/center/1479422145869163462.jpg', 'CH3_001_output/center/1479422146119351115.jpg']","[0.033161256462300004, 0.033161256462300004, 0.033161256462300004, 0.033161256462300004, 0.033161256462300004, 0.033161256462300004, 0.033161256462300004, 0.0320533696985, 0.0314159281552, 0.0314159281552, 0.029670597985400005, 0.029670597985400005, 0.029670597985400005, 0.030741050531, 0.0314159281552, 0.0314159281552, 0.0277427666885, 0.0231815925019, 0.012964474915499999, 0.00317085942567, 0.00174532923847, 0.00349065847695, 0.00349065847695, 0.0044894326251800004, 0.009085246138709998]","[0.0, 3.6121527015535477, 7.2766873005279775, 8.073525829918434, 8.87043911757653, 9.71973511463124, 10.51657352463274, 11.313411906144392, 11.877371231899318, 12.39917354179045, 13.196011838858828, 13.99291895949451, 14.660063929177097, 15.567163828106672, 16.36400197892832, 17.160914886876352, 17.58556288550727, 18.38240094839784, 19.17931376947297, 20.263716162992885, 20.688364162058445, 21.485202077521304, 22.282114752726716, 23.07895261118197, 23.5036006091995, 24.30051319741998, 25.384915419552772]","[144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 143, 142, 141, 141, 141, 141, 141, 142]"
193,"['CH3_001_output/center/1479422148168894414.jpg', 'CH3_001_output/center/1479422148418998813.jpg', 'CH3_001_output/center/1479422148619241485.jpg']","[0.00700222632388, 0.000107303245084, -0.0102798512174, -0.014767226981, -0.0157079640776, -0.0157079640776, -0.015783813030100003, -0.0149345511979, -0.00882471567272, 0.0040317541509800004, 0.011999624007899999, 0.0157079640776, 0.0107541526921, 0.013699944727700001, 0.0243030712572, 0.0328703386558, 0.041596259296400005, 0.0565621562076, 0.059678103700400005, 0.0551474296806, 0.054105207324, 0.0492354786816, 0.0323953721572, 0.011423729984, -0.00790628780287]","[0.0, 3.8996159575155116, 7.002414287958839, 7.799325915880913, 8.596162728923387, 9.393074298056737, 10.242370293940128, 11.039206990803075, 11.836043657939458, 12.632955081852694, 13.265533735879387, 14.139313799432148, 14.936225106141345, 15.733061600288552, 16.529898063443238, 16.954546060990385, 18.03900223459596, 18.835838579489707, 19.6327496839918, 20.429585974805065, 20.854233973003275, 21.9386350616545, 22.735546019418095, 23.532376230535373, 24.329287131648975, 24.753935130279388, 25.838336089115913]","[142, 141, 140, 139, 139, 139, 139, 139, 140, 141, 142, 143, 142, 142, 143, 144, 145, 147, 147, 146, 146, 146, 144, 142, 140]"
194,"['CH3_001_output/center/1479422150619304811.jpg', 'CH3_001_output/center/1479422150869403029.jpg', 'CH3_001_output/center/1479422151119442356.jpg']","[-0.00660730030571, -0.0069813169539, -0.00523598771542, 0.00047598061515199996, 0.0030913144438299996, 0.00349065847695, 0.00349065847695, 0.00523598771542, 0.00349065847695, 0.00174532923847, 0.00044082149726800004, 0.0, 0.0, 0.0, -0.00256890563691, -0.00349065847695, -0.00349065847695, -0.00349065847695, -0.00349065847695, -0.00349065847695, -0.00349065847695, -0.00349065847695, -0.00349065847695, -0.00314902698122, 0.0]","[0.0, 3.850273351489066, 7.691659185100682, 8.70616606723425, 9.555201279556242, 9.979849278334585, 10.776684256065725, 11.573593995008672, 12.657994122830637, 13.454903771782073, 13.879551769103507, 14.676386576072312, 15.706152407100072, 16.543034621094243, 17.33986930877888, 17.764517307382448, 18.56142672408008, 19.64582661651474, 20.44266115874686, 21.239570458198305, 21.66421845645431, 22.748618242198887, 23.54552742551818, 24.3423617949633, 25.139196135161086, 25.563844133111015, 26.648298745414948]","[140, 140, 140, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141]"
195,"['CH3_001_output/center/1479422153023125512.jpg', 'CH3_001_output/center/1479422153269907829.jpg', 'CH3_001_output/center/1479422153469794263.jpg']","[0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00189073457578, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.00692488464927, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.00695227244475]","[0.0, 3.8996976730178368, 7.00246666746487, 7.799374861654764, 8.224022860390486, 9.30842183419624, 10.105255128187553, 10.902163175504175, 11.698996409426522, 12.654468304059147, 13.140577989008031, 13.937411106305552, 14.734244194524948, 15.809776693034346, 16.612754500451175, 17.037402499905355, 17.83430429676313, 18.91003279689975, 19.71283518881171, 20.509742800276012, 21.306500815886345, 22.15579681765069, 22.952704313182227, 23.749536995723204, 24.546369650452373, 25.63082304319733, 26.068643328137526]","[141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142]"
196,"['CH3_001_output/center/1479422155420207644.jpg', 'CH3_001_output/center/1479422155670139403.jpg', 'CH3_001_output/center/1479422155870261311.jpg']","[0.0071340189807799995, 0.00798552448858, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.00523598771542, 0.006788346074260001, 0.00591421995813, 0.00523598771542, 0.00523598771542, 0.0069813169539, 0.00218986403534, 0.005009392337600001, 0.00238440181317, 0.00349065847695, 0.00286470509079, 0.00349065847695, 0.00287999169291, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847]","[0.0, 3.899585484752019, 7.662174292860897, 8.11542610046397, 8.78352858929074, 9.580434950449623, 10.664832600279404, 11.461738874264006, 12.258570333104965, 13.342967895452775, 13.76761589307181, 14.564522019933557, 15.361353335128314, 16.445805744183506, 17.242636972102762, 18.039468171142005, 18.898051268303956, 19.591640354784843, 20.38847143739899, 21.185377275232625, 22.269774537870674, 23.066605501741357, 23.8635112239667, 24.71280721962731, 25.50963806895805, 26.30653774278827, 27.103368533796736]","[142, 142, 142, 142, 142, 141, 142, 142, 141, 141, 142, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141]"
197,"['CH3_001_output/center/1479422157720716589.jpg', 'CH3_001_output/center/1479422157920834282.jpg', 'CH3_001_output/center/1479422158170665030.jpg']","[-0.00349065847695, -0.00349065847695, -0.00349065847695, -0.00349065847695, -0.00349065847695, -0.00523598771542, -0.00395199154499, -0.00349065847695, -0.00478518706633, -0.0038799718100700005, -0.00523598771542, -0.0038622647035300006, -0.0069813169539, -0.00523598771542, -0.00523598771542, -0.00523598771542, -0.00523598771542, -0.00523598771542, -0.00523598771542, -0.00523598771542, -0.00349065847695, -0.00523598771542, -0.00523598771542, -0.00494976783698, -0.00523598771542]","[0.0, 3.540735920587542, 7.641664451310912, 8.43856915465821, 9.522965583974653, 10.319870199502475, 10.786401481778753, 11.762462319527765, 12.559292035500967, 13.356196505765658, 14.266116598908116, 15.21173890780168, 16.00856847716749, 16.805398014644116, 17.654694011692225, 18.45159825112548, 19.248427673557728, 20.332878693472615, 21.129708031444732, 21.926537338146534, 23.010988272888618, 23.807817491557792, 24.250322717456182, 24.977628695504404, 26.02228584361885, 26.8191149198559, 27.6160187512605]","[141, 141, 141, 141, 141, 140, 141, 141, 140, 141, 140, 141, 140, 140, 140, 140, 140, 140, 140, 140, 141, 140, 140, 140, 140]"
