,X,steering_angles,travelled_dist,y
76,"['CH3_002_output/center/1480702905055874203.jpg', 'CH3_002_output/center/1480702905306000021.jpg', 'CH3_002_output/center/1480702905555954451.jpg']","[0.0391797146844, 0.0417954289715, 0.0418879017234, 0.0418879017234, 0.04363323003050001, 0.045378562063, 0.045378562063, 0.045378562063, 0.0471238903701, 0.0471238903701, 0.047853717686999996, 0.05045578332259999, 0.0523598790169, 0.054105207324, 0.0582917277752, 0.0641992647666, 0.069744412627, 0.074848843043, 0.0792171654313, 0.0820304751396, 0.0820304751396, 0.0820304751396, 0.08138873652760001, 0.07853981852530001, 0.0750491544604]","[0.0, 3.665220327894578, 7.193289901212374, 7.617937900092856, 8.41507959360966, 8.839727590705973, 9.723169825714795, 10.426604739118527, 11.223746290618704, 11.648394288436583, 12.445460951787535, 12.870108951190396, 13.66717555659815, 14.516471553126244, 15.313612896618267, 15.738260896852122, 16.535327358767205, 16.95997535695716, 17.75711658578666, 18.340104507546968, 19.30571783516095, 19.730365834072636, 20.527432092666423, 20.95208009131458, 21.749221117114047, 22.27565464134906, 23.199427805944005]","[834, 834, 834, 834, 835, 835, 835, 835, 835, 835, 835, 835, 835, 836, 836, 837, 837, 838, 838, 838, 838, 838, 838, 838, 838]"
77,"['CH3_002_output/center/1480702907856951114.jpg', 'CH3_002_output/center/1480702908156426620.jpg', 'CH3_002_output/center/1480702908406654470.jpg']","[0.0471238903701, 0.0488692186773, 0.0488692186773, 0.0488692186773, 0.05012699772419999, 0.0511153940079, 0.0523598790169, 0.0523598790169, 0.0528620719079, 0.054105207324, 0.054105207324, 0.054105207324, 0.054105207324, 0.0558505356312, 0.0546580454021, 0.054417936380900006, 0.0558505356312, 0.0558505356312, 0.0558505356312, 0.0558505356312, 0.057595863938300004, 0.057871391036199996, 0.05934119597080001, 0.05934119597080001, 0.05934119597080001]","[0.0, 4.004283073182718, 7.244849182036473, 7.878342464963159, 8.808548369343486, 9.349597944985389, 9.893121989378683, 10.690186852940068, 11.114834851228819, 11.911968550459651, 12.76126454697941, 13.558329264687085, 13.982977262068346, 14.780116746967414, 15.204764745044537, 16.00182934636313, 16.798893917119027, 17.648189913804824, 18.445329225706253, 18.8699772241708, 19.66704164938345, 20.091689647173826, 20.888828841013105, 21.632388472366443, 22.33056397292701, 23.127628225694778, 23.55227622524208]","[835, 835, 835, 835, 835, 835, 835, 835, 835, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836]"
78,"['CH3_002_output/center/1480702910656923396.jpg', 'CH3_002_output/center/1480702910906972259.jpg', 'CH3_002_output/center/1480702911157027706.jpg']","[0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.060161344500000005, 0.0610865242779, 0.0610865242779, 0.05934119597080001, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779]","[0.0, 3.528065725718838, 7.122436593834906, 7.547084592070925, 8.344147709370485, 9.141210797856248, 9.565858794974082, 10.362996652850457, 11.212292648027946, 12.009355591280128, 12.611535712980462, 13.103078227229293, 13.90021590811595, 14.324863907056542, 15.12192670783775, 15.971222703334238, 16.768360238890644, 17.5654229207225, 17.990059787238238, 18.787122414366035, 19.211770413131205, 20.00890780183819, 21.093475195422574, 21.518123194620408, 22.31526046836165, 22.73990846529689, 23.536970856722373]","[836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836]"
79,"['CH3_002_output/center/1480702913407485716.jpg', 'CH3_002_output/center/1480702913657443306.jpg', 'CH3_002_output/center/1480702913907493432.jpg']","[0.0733038261533, 0.0733038261533, 0.07679449021819999, 0.07853981852530001, 0.07853981852530001, 0.07853981852530001, 0.07853981852530001, 0.07853981852530001, 0.07679449021819999, 0.07679449021819999, 0.07679449021819999, 0.07679449021819999, 0.0750491544604, 0.0737149963987, 0.0693515628968, 0.0649855771517, 0.0628318563104, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.05934119597080001]","[0.0, 3.6651923892238782, 7.193307636754014, 7.617955634792134, 8.41501692012963, 9.212078179524468, 9.636726177704965, 10.433862201064109, 11.09735771905477, 11.848508192373734, 12.713230171838092, 13.137878171256897, 13.93501402047017, 14.732075017521499, 15.156723014932568, 15.953858778930439, 16.750919686668862, 17.600215682805754, 18.39727650378723, 18.82192450158769, 19.6190600890204, 20.41612082440343, 20.84076882267517, 21.637904322612904, 22.64132012438079, 23.172388938171597, 23.969449499173955]","[837, 837, 838, 838, 838, 838, 838, 838, 838, 838, 838, 838, 838, 838, 837, 837, 836, 836, 836, 836, 836, 836, 836, 836, 836]"
80,"['CH3_002_output/center/1480702916107859951.jpg', 'CH3_002_output/center/1480702916357977314.jpg', 'CH3_002_output/center/1480702916608005992.jpg']","[0.120427720249, 0.120427720249, 0.120427720249, 0.120427720249, 0.120427720249, 0.118682391942, 0.11678094900800001, 0.115191727877, 0.115191727877, 0.115191727877, 0.115191727877, 0.115191727877, 0.115191727877, 0.11344639957000001, 0.111701071262, 0.110722041321, 0.108210414648, 0.108210414648, 0.10471975803400001, 0.10471975803400001, 0.10297442227600001, 0.100298237432, 0.0959313790431, 0.09250245243310001, 0.090757124126]","[0.0, 3.6365950594668157, 7.301792884483626, 8.098852428346387, 8.895986763424187, 9.320623628544288, 10.117683086753505, 10.914817335238965, 11.640738382461446, 12.073960251975382, 12.871019592090452, 13.899768521646473, 14.33471198366597, 15.131771206049478, 15.928830397676572, 16.353478394995037, 17.150612357023256, 17.947671463253037, 18.37231946119374, 19.169453333535863, 20.231299872008076, 20.685157935613002, 21.48221686774556, 22.279350594847028, 22.70399859169379, 23.501057437526566, 24.298191076687537]","[842, 842, 842, 842, 842, 842, 842, 842, 842, 842, 842, 842, 842, 841, 841, 841, 841, 841, 841, 841, 840, 840, 840, 839, 839]"
81,"['CH3_002_output/center/1480702918758320320.jpg', 'CH3_002_output/center/1480702919008421357.jpg', 'CH3_002_output/center/1480702919308470643.jpg']","[0.0314159281552, 0.030702371938800002, 0.031228268895799997, 0.0314159281552, 0.0314159281552, 0.0314159281552, 0.0314159281552, 0.0314159281552, 0.0314159281552, 0.0314159281552, 0.0314159281552, 0.0314159281552, 0.0314159281552, 0.0314159281552, 0.0314159281552, 0.0314159281552, 0.0327050674262, 0.0372523511895, 0.0416093206449, 0.045969931804099994, 0.0485837468296, 0.0488692186773, 0.0488692186773, 0.0494436333432, 0.0523598790169]","[0.0, 3.6129552961620957, 7.965792459493435, 8.762850288000726, 9.559982909651785, 9.984630908007405, 10.781688647685096, 11.578821183139933, 12.003469180638827, 12.800526833483573, 13.597584456643533, 14.394716874498666, 14.819364872505428, 15.620943691991036, 16.698921275822965, 17.123569273154704, 17.920701517432317, 18.717758909468795, 19.514891094962234, 19.93952796161789, 20.736585264402194, 21.533642539502896, 21.987381794690858, 22.65468645281457, 23.4517436388871, 24.28387618512821, 25.07063325319523]","[833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 834, 834, 835, 835, 835, 835, 835, 835]"
82,"['CH3_002_output/center/1480702921408875090.jpg', 'CH3_002_output/center/1480702921658828578.jpg', 'CH3_002_output/center/1480702921908902452.jpg']","[0.0680678412318, 0.0680678412318, 0.0668340016127, 0.0663225129247, 0.065097312318, 0.0663225129247, 0.0692753739567, 0.0684857971959, 0.06500779236740001, 0.0628318563104, 0.059907639085099995, 0.0634411155533, 0.0674910850567, 0.0680678412318, 0.0680678412318, 0.0657728506668, 0.058202772197699995, 0.057595863938300004, 0.05872624554690001, 0.0610865242779, 0.0610865242779, 0.0628318563104, 0.06457718461749999, 0.06457718461749999, 0.0663225129247]","[0.0, 3.6129486928006838, 7.513466906742737, 7.966002759321051, 8.635901787356127, 9.433032751344786, 10.23008886170672, 10.654736860276904, 11.451867737564218, 12.248923762363031, 13.045979756268897, 13.470627755278752, 14.267758515897324, 15.064814424801648, 15.861870305683352, 16.412319730078295, 17.40152936603904, 18.19858512936122, 18.62323312757568, 19.420363656061614, 20.217419332272947, 21.01447497775886, 21.43912297567345, 22.236253389630622, 23.03330894724737, 23.830439300677085, 24.255087299880618]","[837, 837, 837, 837, 837, 837, 837, 837, 837, 836, 836, 836, 837, 837, 837, 837, 836, 836, 836, 836, 836, 836, 837, 837, 837]"
83,"['CH3_002_output/center/1480702924109287753.jpg', 'CH3_002_output/center/1480702924409358648.jpg', 'CH3_002_output/center/1480702924659432286.jpg']","[0.0872499663129, 0.0837758034468, 0.0837750081073, 0.0820304751396, 0.0820304751396, 0.08292357090189999, 0.0837453103133, 0.08286930231860001, 0.0837758034468, 0.0837758034468, 0.0820304751396, 0.0837758034468, 0.08894532072200001, 0.09250245243310001, 0.0942385750451, 0.0942477807403, 0.0942477807403, 0.0942477807403, 0.0942477807403, 0.0942477807403, 0.0942477807403, 0.09499100794839999, 0.09599310904740001, 0.09599310904740001, 0.0944001108821]","[0.0, 4.037590063056658, 7.6506063125106945, 8.07525431058886, 8.872308851924638, 9.669363364706838, 10.094011364298892, 10.791804734074686, 11.509863334238066, 12.306992582731091, 12.731640581321706, 13.528694951401738, 14.325749288507009, 14.83655706069926, 15.413597216433507, 16.210651467667876, 17.00778051271236, 17.432428510738045, 18.229476745079225, 19.02653087926767, 19.823659807533765, 20.248307805699067, 21.04536185601562, 21.842490697329456, 22.054430646520853, 22.761688620339054, 23.55874258155467]","[839, 839, 839, 838, 838, 838, 839, 838, 839, 839, 838, 839, 839, 839, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840]"
84,"['CH3_002_output/center/1480702926909777729.jpg', 'CH3_002_output/center/1480702927159794297.jpg', 'CH3_002_output/center/1480702927459834534.jpg']","[0.049607068187300006, 0.0396456544183, 0.038397245109099996, 0.038397245109099996, 0.0370412354624, 0.0353916028842, 0.0366519130766, 0.038397245109099996, 0.038397245109099996, 0.036191066458, 0.0362328682185, 0.0366519130766, 0.038397245109099996, 0.0406355430377, 0.04363323003050001, 0.04363323003050001, 0.04363323003050001, 0.04363323003050001, 0.04363323003050001, 0.04363323003050001, 0.04363323003050001, 0.04363323003050001, 0.04363323003050001, 0.04363323003050001, 0.04363323003050001]","[0.0, 3.5180243745274233, 7.203874773230013, 8.000996754146168, 8.798049814064179, 9.222697812674948, 10.019825636516124, 10.816878609270416, 11.491391393734684, 11.916039390646045, 12.71316712776635, 13.510220013420465, 13.980551995633139, 14.615756985173393, 15.412809781497245, 16.087322358526475, 16.511970357019983, 17.309097919036326, 18.106150630343095, 18.903278134058144, 19.327926132363228, 20.052271848519005, 20.745645025791287, 21.170293023689748, 21.967420411501017, 22.764472948461027, 23.561600278365276]","[835, 834, 834, 834, 834, 834, 834, 834, 834, 834, 834, 834, 834, 834, 835, 835, 835, 835, 835, 835, 835, 835, 835, 835, 835]"
85,"['CH3_002_output/center/1480702929760271070.jpg', 'CH3_002_output/center/1480702930060301936.jpg', 'CH3_002_output/center/1480702930310382416.jpg']","[0.0506145469844, 0.0498655997173, 0.0523598790169, 0.0513710062859, 0.045203574856599996, 0.0354643207011, 0.029572375461, 0.0279252678156, 0.029753464314200003, 0.035863036278699995, 0.03846830417180001, 0.0401425734162, 0.0418879017234, 0.0418879017234, 0.0383331708116, 0.0366519130766, 0.0366519130766, 0.037553880255, 0.038397245109099996, 0.0401343184552, 0.041901751081099996, 0.0418879017234, 0.0384249154647, 0.0366519130766, 0.038366741978599996]","[0.0, 4.064569762174063, 7.182643908795725, 7.979695602647183, 8.654206872781323, 9.078854869919933, 9.87598132721568, 10.673032931606327, 11.097680929848895, 11.772280477769486, 12.569332025531912, 13.366383546568974, 13.791031545852183, 14.588157828806171, 15.26266882378093, 15.687316821767693, 16.48444304566422, 17.281494419955408, 17.80861906908188, 18.258117262555206, 19.055243402294234, 19.85229468625375, 20.27694268386527, 20.95154185394546, 21.748593084004725, 22.17324108236004, 22.9702922513626]","[835, 835, 835, 835, 835, 834, 833, 833, 833, 834, 834, 834, 834, 834, 834, 834, 834, 834, 834, 834, 834, 834, 834, 834, 834]"
86,"['CH3_002_output/center/1480702932660781525.jpg', 'CH3_002_output/center/1480702933010859636.jpg', 'CH3_002_output/center/1480702933260928704.jpg']","[0.029670597985400005, 0.029670597985400005, 0.029670597985400005, 0.029670597985400005, 0.029670597985400005, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.026179939508400002, 0.026179939508400002, 0.024434609338599998, 0.024434609338599998, 0.024434609338599998, 0.024434609338599998, 0.024434609338599998, 0.023052005125099997, 0.023188785691800003, 0.0226892810315, 0.0226892810315, 0.0226892810315, 0.0226892810315, 0.0196015914739, 0.0191986225545]","[0.0, 4.287523396458596, 7.405518458829773, 8.202643637162748, 8.999693963042805, 9.641667305819718, 10.067559936831696, 10.864685027434806, 11.661735268162182, 11.661735268162182, 12.458860299174919, 13.255910481754622, 14.05296063434841, 14.477608631440411, 15.152206461463471, 15.94925655461514, 16.37390455314987, 17.171029412667135, 17.845538724893302, 18.642588731991605, 19.067236730157184, 19.8643615007094, 20.655263391136987, 21.329961465109132, 21.75460946316544, 22.55165932310135, 23.348709155892113]","[833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 832, 832, 832, 832, 832, 832, 832, 832]"
87,"['CH3_002_output/center/1480702935661111850.jpg', 'CH3_002_output/center/1480702936061252384.jpg', 'CH3_002_output/center/1480702936311289705.jpg']","[0.0314159281552, 0.033161256462300004, 0.0349065847695, 0.0403300644666, 0.044686142816500005, 0.045208634600099995, 0.04363323003050001, 0.04363323003050001, 0.0464146082147, 0.0544108396211, 0.0603567998551, 0.0628318563104, 0.0663225129247, 0.0681944337813, 0.07155849784610001, 0.0733038261533, 0.0750491544604, 0.0750491544604, 0.0733038261533, 0.0733038261533, 0.0733038261533, 0.0794738736654, 0.07155849784610001, 0.0663225129247, 0.0663225129247]","[0.0, 4.287516467106548, 7.282952820132516, 7.707600817971194, 8.38219737706018, 8.833792597892366, 9.505808615718207, 10.180316693047544, 10.604964692106293, 11.279561148122314, 11.704209144479153, 12.501258047024134, 12.501258047024134, 13.298381740934147, 13.972889681227327, 14.39752654803058, 15.194575360953117, 15.194575360953117, 15.991698969022114, 15.991698969022114, 16.788747726021533, 16.788747726021533, 17.58587127520407, 18.382919974254914, 19.977092106071705, 20.401740104690987, 21.07624773537385]","[833, 833, 834, 834, 835, 835, 835, 835, 835, 836, 836, 836, 837, 837, 837, 837, 838, 838, 837, 837, 837, 838, 837, 837, 837]"
88,"['CH3_002_output/center/1480702939561969316.jpg', 'CH3_002_output/center/1480702940012010483.jpg', 'CH3_002_output/center/1480702940462053169.jpg']","[0.024434609338599998, 0.0226892810315, 0.0195547429267, 0.018690647828400003, 0.0178202048409, 0.0174532923847, 0.0157079640776, 0.0157079640776, 0.014355232632799999, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0157079640776, 0.0174532923847, 0.0191986225545, 0.0191986225545, 0.0191986225545, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0191986225545, 0.0191986225545, 0.0191986225545, 0.0191986225545]","[0.0, 3.7222898547070757, 7.019842987873873, 7.019842987873873, 7.694349828539207, 8.11899782721044, 8.11899782721044, 8.11899782721044, 8.793593046269502, 9.21824104456743, 9.21824104456743, 9.892747816123983, 10.317395814089089, 10.317395814089089, 10.991902551682784, 11.41655054898634, 12.515793663163443, 13.190300329181401, 14.289532242741497, 15.022920187705898, 16.257882959318117, 16.682530956587513, 17.781773901102905, 18.45628039819653, 19.30557639417536, 20.154872389226924, 21.004168385205755]","[833, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832]"
89,"['CH3_002_output/center/1480702974418065388.jpg', 'CH3_002_output/center/1480702975118155421.jpg', 'CH3_002_output/center/1480702975568148943.jpg']","[0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00326690060535, -0.0021776376379200003, -0.010686869232700002, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.012217304669299999, -0.0140659872832, -0.0139626339078, -0.0139626339078, -0.012217304669299999, -0.012217304669299999, -0.0122620481266]","[0.0, 4.077978155091586, 7.375528198109084, 7.800176196032405, 8.474770418835504, 8.899418416795985, 8.899418416795985, 9.573924191995975, 9.998572189774253, 9.998572189774253, 10.795693995590275, 10.795693995590275, 11.592740949128869, 11.592740949128869, 11.592740949128869, 12.389787874705155, 12.389787874705155, 13.489029887343541, 14.588183453329709, 15.012831452435249, 16.11207339693109, 16.909120175437693, 17.706166927338053, 18.50328254108663, 19.50180056358911, 20.60104230314204, 21.025690300256453]","[831, 831, 831, 831, 831, 831, 830, 830, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829]"
90,"['CH3_002_output/center/1480702979068922856.jpg', 'CH3_002_output/center/1480702979468960823.jpg', 'CH3_002_output/center/1480702979819055678.jpg']","[0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0191986225545, 0.0191986225545, 0.0213686289555, 0.027021106316400003, 0.0444387328555, 0.0506145469844, 0.0523598790169]","[0.0, 3.8291748287801193, 7.005747187580247, 7.680251589025418, 8.104899587663844, 8.779403954651624, 9.20405195221786, 9.878644694344482, 10.303292691989176, 10.989391567380208, 11.288438511800079, 12.085559066011225, 12.085559066011225, 12.882604770104026, 12.882604770104026, 13.679650446097602, 13.679650446097602, 14.476764984393169, 14.901412982927384, 15.575917072699017, 16.057534856924775, 17.301951043024076, 18.098996573116914, 18.523644570280794, 19.622884937163157, 20.297388857226014, 21.51915708914814]","[832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 833, 835, 835, 835]"
91,"['CH3_002_output/center/1480702982869670838.jpg', 'CH3_002_output/center/1480702983219760535.jpg', 'CH3_002_output/center/1480702983469778084.jpg']","[0.0314159281552, 0.0351117027388, 0.04475492624340001, 0.0667688041815, 0.09196979255769999, 0.108337157611, 0.115191727877, 0.11513751529999999, 0.110784312445, 0.10995574295499999, 0.10995574295499999, 0.10995574295499999, 0.10995574295499999, 0.10995574295499999, 0.10210056105399999, 0.08899897857820001, 0.0768303226477, 0.0663725109375, 0.060243611935900006, 0.057595863938300004, 0.05501936445669999, 0.0454444293985, 0.04202412811919999, 0.0350726368249, 0.0314159281552]","[0.0, 3.9076803669086044, 7.02564349327127, 7.02564349327127, 7.822756982671818, 7.822756982671818, 8.619801552560645, 9.41692091522043, 9.41692091522043, 10.213965424662863, 10.38883619859766, 11.108101542467438, 11.532749540360747, 12.207340672795887, 13.004385097856316, 13.429033096345064, 14.103624157601445, 14.528272154429644, 15.202774770156587, 15.627422768391735, 16.424467077218292, 17.09905803283915, 17.52370603036927, 19.117869323930105, 19.792371766988314, 20.217019764562313, 21.014063926675664]","[833, 834, 835, 837, 839, 841, 842, 842, 841, 841, 841, 841, 841, 841, 840, 839, 838, 837, 836, 836, 836, 835, 834, 834, 833]"
92,"['CH3_002_output/center/1480702986320183494.jpg', 'CH3_002_output/center/1480702986670230105.jpg', 'CH3_002_output/center/1480702987020269117.jpg']","[0.024434609338599998, 0.024434609338599998, 0.024434609338599998, 0.023965366515700002, 0.0226892810315, 0.0226892810315, 0.0226892810315, 0.0182966506592, 0.00960713364691, 0.00480376094568, -0.00129704742226, -0.00174532923847, -0.00174532923847, -0.0069813169539, -0.010005572619499999, -0.016109620683799997, -0.0174532923847, -0.0191986225545, -0.0191986225545, -0.0188294833485, -0.0191986225545, -0.0226892810315, -0.026854688363099996, -0.037011520511, -0.0488692186773]","[0.0, 4.203496133589751, 7.585124521581699, 7.585124521581699, 8.382167841397736, 9.179285952376787, 9.179285952376787, 9.976329213434758, 10.400977211336558, 11.075566897781226, 11.872610101377807, 11.872610101377807, 12.669653274934726, 13.094301273470098, 13.768890857343942, 14.19353885480816, 14.868039994336074, 15.665157902769714, 16.089805900090106, 16.764306968834653, 17.188954966782013, 17.911606980744562, 18.60614764870174, 19.030795646655786, 19.705296610261716, 20.129944607843207, 21.32449126149853]","[833, 833, 833, 833, 832, 832, 832, 832, 831, 831, 830, 830, 830, 829, 829, 829, 828, 828, 828, 828, 828, 828, 827, 826, 825]"
93,"['CH3_002_output/center/1480702989770996891.jpg', 'CH3_002_output/center/1480702990171088060.jpg', 'CH3_002_output/center/1480702990471052380.jpg']","[0.0226892810315, 0.025344087549900002, 0.0314937880455, 0.05166322024130001, 0.0646753395365, 0.0837904326161, 0.0995176274146, 0.109951287774, 0.11344639957000001, 0.11344639957000001, 0.11344639957000001, 0.11344639957000001, 0.11344639957000001, 0.11344639957000001, 0.11344639957000001, 0.114278949701, 0.115191727877, 0.11693705618400001, 0.11693705618400001, 0.115191727877, 0.115191727877, 0.115191727877, 0.113535891571, 0.108210414648, 0.101501625159]","[0.0, 3.6719243516480873, 7.341939407942437, 7.766587405486867, 8.563629475982118, 8.563629475982118, 9.360746337302343, 10.035246204313708, 10.45989420186254, 11.256936184662141, 11.256936184662141, 12.054052958272141, 12.478700956818553, 13.15320068601527, 13.950317401479348, 13.950317401479348, 14.747359266150644, 15.172007263852478, 15.846506889984548, 16.271154888943236, 17.06827148796637, 17.7427710449944, 18.16741904396015, 18.841918566633346, 19.266566564706398, 20.860724737667077, 21.657841191509416]","[832, 833, 833, 835, 837, 839, 840, 841, 841, 841, 841, 841, 841, 841, 841, 842, 842, 842, 842, 842, 842, 842, 842, 841, 840]"
94,"['CH3_002_output/center/1480702993321382949.jpg', 'CH3_002_output/center/1480702993671740594.jpg', 'CH3_002_output/center/1480702993971781508.jpg']","[0.0174532923847, 0.0191986225545, 0.0226892810315, 0.030123044765400002, 0.036230476655300006, 0.038397245109099996, 0.038397245109099996, 0.038397245109099996, 0.038397245109099996, 0.038397245109099996, 0.038397245109099996, 0.0405320309165, 0.044894802645500005, 0.0471238903701, 0.0488692186773, 0.0488692186773, 0.0471238903701, 0.0471238903701, 0.0471238903701, 0.0506145469844, 0.0506145469844, 0.049953429003999995, 0.04473378541999999, 0.0409567150725, 0.0349065847695]","[0.0, 3.791542063890313, 7.211700839812915, 7.886199294729645, 8.683240116688717, 9.107888114474424, 9.782474914919144, 10.20712291363314, 10.881621266082819, 11.678736818971986, 12.103384817063674, 12.777883102381827, 13.202531100361162, 13.981249077416184, 14.65676796072973, 15.081415960154734, 15.755914142409676, 16.180562139175176, 16.977602697813754, 17.652189223524196, 18.076837221844766, 18.751335301430938, 19.17598330041998, 19.973098591581056, 20.58376286644353, 21.013181855675736, 21.6876798297319]","[832, 832, 832, 833, 834, 834, 834, 834, 834, 834, 834, 834, 835, 835, 835, 835, 835, 835, 835, 835, 835, 835, 835, 834, 834]"
95,"['CH3_002_output/center/1480702996672277176.jpg', 'CH3_002_output/center/1480702997022445174.jpg', 'CH3_002_output/center/1480702997272434212.jpg']","[0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00523598771542, 0.00523598771542, 0.00349065847695, 0.00349065847695, 0.00174678040508, 0.0, 0.0, 0.0, -0.0017143581453800002, -0.00953183157289, -0.019090592207099997, -0.023505043213800002, -0.0278604505314, -0.029670597985400005, -0.0279252678156, -0.0269765824064, -0.0295810487623, -0.029670597985400005, -0.0314159281552, -0.030651833240799998, -0.0314159281552, -0.0314159281552]","[0.0, 3.8886423258150633, 7.256527163227096, 7.256527163227096, 8.05356678880944, 8.478214786704514, 9.152800179028947, 9.949839748280024, 10.374487746512186, 11.048984657964436, 11.84609898722368, 12.270746984573455, 12.94524382978483, 13.742283283615125, 14.166931280781697, 14.841516466588134, 15.26616446583325, 15.940661203443192, 16.737775389050984, 17.16242338800295, 17.84155699384868, 18.59935798742129, 19.023994853555074, 19.698579866702445, 20.4956191175058, 20.920267116501822, 21.594852060941523]","[830, 830, 830, 831, 831, 830, 830, 830, 830, 830, 830, 830, 829, 828, 828, 827, 827, 827, 827, 827, 827, 827, 827, 827, 827]"
96,"['CH3_002_output/center/1480702999822994194.jpg', 'CH3_002_output/center/1480703000123043857.jpg', 'CH3_002_output/center/1480703000423062812.jpg']","[0.00349065847695, 0.00523598771542, 0.00523598771542, 0.0, -0.00444414850459, -0.00823926406444, -0.008726646192370001, -0.0104719754308, -0.0056566965025200006, -0.00519579711241, -0.00174532923847, -0.0012547940893399999, 0.0, 0.0, 0.0047624087369899995, 0.013870382890000001, 0.0328617175981, 0.0511359917019, 0.0747910811016, 0.08726646006110002, 0.0902250756467, 0.09110337269919999, 0.09250245243310001, 0.090757124126, 0.091313743184]","[0.0, 3.6845696750976193, 7.211049620502211, 7.547192272936484, 8.0902102045303, 8.88724858220873, 9.027387876420704, 9.759514010543297, 10.556552331555302, 10.981200328866185, 11.655695760840183, 12.452808842781746, 12.877456840840486, 13.551952204107577, 14.166391461975921, 14.649559782424063, 15.32405507955232, 15.748703078096481, 16.54574119140006, 17.22032483070174, 17.64497283021315, 18.442010889861372, 19.1165944605573, 19.541242458885797, 20.338280456548684, 20.338280456548684, 21.13531842676459]","[830, 831, 831, 830, 830, 829, 829, 829, 830, 830, 830, 830, 830, 830, 831, 832, 833, 835, 838, 839, 839, 839, 839, 839, 839]"
97,"['CH3_002_output/center/1480703003023375989.jpg', 'CH3_002_output/center/1480703003423378203.jpg', 'CH3_002_output/center/1480703003723467014.jpg']","[0.0191986225545, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0157079640776, 0.0157079640776, 0.0174532923847, 0.0157079640776, 0.0139626339078, 0.0157079640776, 0.0157079640776, 0.0157079640776, 0.0157079640776, 0.0157079640776, 0.0157079640776, 0.0174532923847, 0.0199998999707, 0.024356554589, 0.0304674101529, 0.036561188250500004, 0.039356776225699996, 0.038397245109099996, 0.023020734387400002]","[0.0, 3.9852614733677196, 7.418751527706289, 7.843399526466258, 8.57980047024207, 9.266626679776307, 9.691274677655242, 10.488311718244494, 11.16289408687764, 11.587542084724612, 12.38457906527207, 13.059072952833013, 13.483720951496498, 14.280832694733459, 14.280832694733459, 15.077869589425093, 15.874981274917225, 15.874981274917225, 16.672018111282775, 17.469054919161163, 17.469054919161163, 18.26616651737488, 19.06320326394617, 19.06320326394617, 19.860314804668814, 20.657351495417906, 21.454388155457398]","[832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 833, 833, 834, 834, 834, 832]"
